mask_hex,rank,joint,active_rows,first_q,first_r,row_support_fnv
0b410109,8,0,142,338,636,f4292daa1bda0873
21a84024,8,0,388,100,636,373d910ad438dc97
1c480c80,8,0,320,294,636,a9d295b36c03afe3
0544208a,8,0,390,100,636,a82fc0ea99993799
0f20040c,8,0,391,100,636,38e567eb72a62c3e
2161040a,8,0,346,100,636,77da8c8584e43ff2
10b0402c,8,0,340,100,636,868daeeab48659d9
20905610,8,0,377,100,636,a49f267740dfd92d
14881608,8,0,388,100,636,eef811309b7d1c14
07804098,8,0,333,294,636,9d9c0b447918cf22
01105416,8,0,348,100,636,860ecad5b5875509
050944c0,8,0,379,100,636,b507917316ab448b
10856500,8,0,381,100,636,d9d5a8ca7154c3ca
13484600,8,0,391,100,636,38e567eb72a62c3e
0840d203,8,0,189,294,636,4b30e9c7cdea4e98
00186a03,8,0,260,294,636,2b705a81d679775b
1c80400e,8,0,354,294,636,77c05e06de757c25
20c34081,8,0,196,294,636,ec6402c961b0631f
22b08048,8,0,313,100,636,7b9aad960588ec73
01580d04,8,0,113,338,636,10311deb9600c894
006051c1,8,0,184,294,636,2b51945573642a8e
25044910,8,0,139,294,636,eed2efa55f2a3b82
2b090c00,8,0,391,100,636,38e567eb72a62c3e
32102304,8,0,110,306,635,1de05ceeae375527
2c020065,8,0,76,294,636,15ec9b1f6692f62e
15001286,8,0,357,294,636,f8d787d6dfc1aa7d
205c3800,8,0,390,100,636,71c1f1a7f9a96e4f
088814c4,8,0,69,338,636,402cc0138088dfc6
2431001c,8,0,263,294,636,9996a277925972f0
2e074000,8,0,377,100,636,9c3d70683c70ef02
24212380,8,0,372,294,636,33f973bb2d159fc5
1080d025,8,0,205,294,636,4ee5e7734d114a1e
04223308,8,0,387,256,636,88b0cc7d3d46151f
10261604,8,0,333,100,636,96fcb8bed1e3ec6b
01ac4028,8,0,219,338,636,9137506a8152e4b8
02a01618,8,0,360,100,636,449fc1bc5e7d0a37
0c20808d,8,0,223,294,636,f5f6ed00de8cc921
1410a0c4,8,0,289,294,636,16cc6e2e7cc0023e
304a1088,8,0,300,294,636,6eb816afb189fb6a
12981220,8,0,206,294,636,f87a3d990fcad9c9
32e40400,8,0,384,100,636,a3bf70af2a18543a
31126200,8,0,391,100,636,38e567eb72a62c3e
21419084,8,0,171,338,636,b2eee6abf1a4c0ca
050c1c01,8,0,387,100,636,3682ae71e1dc1161
28670200,8,0,194,294,636,c0f654e2fda6ce83
08842c81,8,0,302,256,636,3b190995a290bb66
00826588,8,0,382,100,636,4247e32061c72287
04599001,8,0,391,100,636,38e567eb72a62c3e
14051094,8,0,343,294,636,b73967fc26938488
0c994010,8,0,348,294,636,bd41bf1f470d8d32
014e4402,8,0,278,294,636,d77dba0133f56869
10b42440,8,0,373,100,636,f682c6e038b3db98
232010e0,8,0,267,100,636,2b716bcd62ca866c
02551420,8,0,154,294,636,990b083778fee80a
3820e010,8,0,212,294,636,5b6dcf256d0b00ff
28689020,8,0,283,294,636,c5fd505016c762b4
10a26060,8,0,68,338,636,6cf556d30e1a5648
09280518,8,0,212,338,636,b4de350a1ce434e4
01448641,8,0,339,100,636,f844ac2faa13a2e0
0eb00a00,8,0,376,100,636,87716c649b5f0b6b
06268300,8,0,202,100,636,7e4d2ee9b9b4743c
0a2a8088,8,0,388,100,636,f0ece22d31579903
1480401d,8,0,356,294,636,2e6df0c9559c6a85
01381160,8,0,360,100,636,b02e46a436758761
19840308,8,0,319,294,636,b2bf639119d54bf6
13511400,8,0,391,100,636,38e567eb72a62c3e
200a2a0a,8,0,288,294,636,5dda33b704f03cd4
29826008,8,0,388,256,636,b6c328a419a9d9b4
0d220052,8,0,218,294,636,7be65a00812969ca
094a0250,8,0,182,338,636,c28753522eb18384
07898400,8,0,391,100,636,38e567eb72a62c3e
04835804,8,0,266,294,636,1b53197e5ba75f35
0b0b1040,8,0,152,294,636,696836ccae0c4d25
2c160044,8,0,310,256,636,60df67f25e967e4b
08e06810,8,0,287,294,636,a131eadfdf8777d8
1a454008,8,0,357,256,636,e2b16b38e383895b
05424038,8,0,197,294,636,d0ec4cba20cef7c0
05501812,8,0,390,100,636,71c1f1a7f9a96e4f
10445320,8,0,177,294,636,8d556aa0ddf494a4
2a025280,8,0,363,256,636,67189769677cf4de
05c20086,8,0,205,294,636,1b6229272cdc9ab4
0c50804c,8,0,113,294,636,901120511d6602fc
110026d0,8,0,267,294,636,6f4f5092b8e382d5
18844128,8,0,339,294,636,49ee2e4c19feaabd
23300442,8,0,391,100,636,38e567eb72a62c3e
280b2810,8,0,216,294,636,3843cfd89caed126
2400b250,8,0,244,294,636,f1152b095c02bf67
026c4420,8,0,189,294,636,6a365f5d35db0a3
0050a603,8,0,271,294,636,22b9677bb34f1080
10452025,8,0,245,294,636,36a8940533583dd3
19c41004,8,0,370,256,636,3485619840e9a0cd
3a002301,8,0,99,306,635,11ff02327206590a
310410c4,8,0,313,294,636,3732904db46a4d70
0212a881,8,0,387,100,636,9220baf89c5093cb
018026a8,8,0,317,294,636,999db47c54c0068a
2040d441,8,0,319,100,636,2202f46a4dde8da7
06025520,8,0,265,100,636,65d1b96cb0a3ae9b
20087a04,8,0,371,294,636,cac157448d13ba11
20843098,8,0,169,294,636,47b1378c4086d225
1a04a108,8,0,372,100,636,91412925321df567
200436c0,8,0,304,294,636,e1a9ba38e192962f
248c0604,8,0,389,100,636,e1e9bf5ef1ddaf63
18b04410,8,0,271,294,636,436fbd91bbfd09ce
25c20500,8,0,348,100,636,f17b43207fcbbd42
08c02093,8,0,175,294,636,3845dfeeaf8de270
3007a010,8,0,171,294,636,cfe5689316275d80
0aa0500c,8,0,382,100,636,d6970b433bc435e5
0a582204,8,0,312,294,636,1b8dfaca21ad4c73
1860e008,8,0,343,294,636,b8a30d16ab6d61d3
15004216,8,0,330,294,636,4fc06a9f485158bf
0c3c8100,8,0,376,100,636,16451b531ef78d3d
06406242,8,0,298,294,636,cf69f9c43b49a4aa
2808d012,8,0,317,294,636,923f57e1e9018fa
22846401,8,0,391,100,636,38e567eb72a62c3e
00c0e098,8,0,295,294,636,846fbaefbdf4f9fa
00903a81,8,0,346,256,636,b3a1e411fdf59f1e
18061212,8,0,208,294,636,c441ba2fb83d2b9a
04005a0b,8,0,353,294,636,a313f7b02e8705d6
1b020b00,8,0,109,338,636,e7787be6bd3563ed
0418c902,8,0,294,294,636,1a21e128052bb280
01c8c048,8,0,344,100,636,e8985c8fe3e3f3a7
08b02428,8,0,204,294,636,85295b0bbcf622d4
192a0808,8,0,367,256,636,a8356e5ed9494911
01580894,8,0,124,294,636,de63257e3453c39c
2d80004c,8,0,192,294,636,b7f67f33b1b8e90
01698088,8,0,237,294,636,e2d17ac46e9a8688
14186180,8,0,387,100,636,fa479ab16cd25f3e
14078402,8,0,258,294,636,26f36163f467aace
0810dc08,8,0,353,100,636,18e407373367ad06
30d48008,8,0,391,100,636,38e567eb72a62c3e
11c60104,8,0,222,294,636,8982dc318177a332
21826c00,8,0,371,100,636,bd841f74a6260ac
212b2400,8,0,390,100,636,cef40e628b913b4
04302388,8,0,337,294,636,42cdc546322f6885
12300d02,8,0,214,100,636,4eaa15c792cdf1dd
2492100a,8,0,380,100,636,e86303400df7afb0
04a4a208,8,0,325,294,636,d94eaa1818d78a0e
1c300124,8,0,248,294,636,b8265c28ea9e0b4a
03c22030,8,0,91,338,636,b8696789ca194657
11804185,8,0,230,294,636,c96b87f6148213e
1500540a,8,0,391,100,636,38e567eb72a62c3e
030a2098,8,0,384,100,636,ae50571b8e0ec6ca
089c1101,8,0,217,294,636,2aa0120d6bb825e4
28930600,8,0,310,294,636,1d2f87defe33a4a8
055c2002,8,0,391,100,636,38e567eb72a62c3e
00962e00,8,0,195,294,636,ce61d29ccfc049b6
0a821c20,8,0,174,338,636,a76dc13002cc413d
04456808,8,0,386,256,636,9a3d11583ee846ec
01d20811,8,0,258,294,636,8c5a2846a020e4b6
2220a007,8,0,280,100,636,5a3bae484b62ba79
21442148,8,0,136,306,635,5842f826d2f178a0
31908201,8,0,389,100,636,eae18bf97d0e35ba
320c4090,8,0,369,100,636,1b9f7de0198138c3
16083003,8,0,389,100,636,3827863add27201e
3121200a,8,0,244,338,636,ef8b5666be9e7921
29444011,8,0,305,294,636,b877da59b0024d5c
1040a5c0,8,0,90,306,635,72c49f30eeb29fd4
05023112,8,0,234,294,636,18768d1851dacddd
08421438,8,0,81,338,636,3356bb94579460db
300cc018,8,0,362,100,636,6c9df4b788c9cf73
20026429,8,0,358,100,636,da94dd1a43a90e53
08512c40,8,0,173,294,636,fed04d5801ee02b9
010e5808,8,0,271,294,636,dc32d5a9cb93293
00695402,8,0,312,294,636,9ac18469fbb074de
20826091,8,0,358,256,636,abfc1c1bdd7ff0f1
0170a480,8,0,391,100,636,38e567eb72a62c3e
0a8a0c20,8,0,170,294,636,d9fb60d60b0495df
211044b0,8,0,231,294,636,7d1aabe9751570b6
1a248408,8,0,378,100,636,d5be7e983334804f
04418898,8,0,224,294,636,e2a0c064cf2c2248
124c4005,8,0,357,294,636,eeb6c000f1e7320c
2b4c0200,8,0,380,100,636,4927cc837b1303d8
0680ca80,8,0,289,294,636,fbe1ff4698f2efe2
00f06280,8,0,391,100,636,38e567eb72a62c3e
1140a025,8,0,270,294,636,8fbf75ad8e0b98f8
0a083221,8,0,154,338,636,913ca55a66a2bb75
03200c91,8,0,325,256,636,e34d3f44fd0d0fe8
0424130c,8,0,311,294,636,b4b2ef97ddec231
21200709,8,0,362,100,636,64073de6eaac9c7c
010c4381,8,0,278,294,636,396bc2ece69765da
02c17100,8,0,361,294,636,e4e83c7930340e13
1a003224,8,0,119,306,635,f4e23e6108ed12c2
048e4030,8,0,234,294,636,1e942e63d31901b
350d0080,8,0,391,100,636,38e567eb72a62c3e
09d08101,8,0,374,100,636,9bad22137d4713dc
05a22420,8,0,343,256,636,861f22d22c361a1f
0d083104,8,0,380,294,636,462e00438d287ed5
21a03801,8,0,273,338,636,1bb2d5f1c86b3c2f
1300a80a,8,0,320,294,636,5a624ad060a9f1e1
13660020,8,0,320,256,636,36e7501c8d7f061c
0a30c003,8,0,390,100,636,4a3445d7f92e7ba3
1a462002,8,0,390,100,636,a82fc0ea99993799
34061210,8,0,354,294,636,3d31ce7a08f8ef01
0d060046,8,0,222,294,636,f3a94fbe05dd4257
37044002,8,0,391,100,636,38e567eb72a62c3e
00d23402,8,0,354,294,636,34e3dd129dfbcb01
0a708021,8,0,374,100,636,1975d094eee71a08
08189c10,8,0,84,294,636,1f24377daf260614
0c189012,8,0,326,294,636,f2f04b0056102189
24211821,8,0,260,294,636,dfb4a98e31da9f33
36920008,8,0,390,100,636,4a3445d7f92e7ba3
09d20820,8,0,179,294,636,30889fbe885638b4
31282021,8,0,360,294,636,3132851ef26bfe62
00982426,8,0,221,294,636,e893465c4de4e8aa
09d00288,8,0,140,338,636,aed6f89803b7f7d6
0c00c438,8,0,82,294,636,fcac52366b6cc847
0450003b,8,0,201,294,636,c299fe454e484b63
120af000,8,0,385,100,636,44ec807e79caf4fc
28820581,8,0,289,256,636,ee3201358ba4db6f
0ec28004,8,0,282,256,636,c4cdd37f635bcd8f
12c62800,8,0,352,100,636,eaaa09666390e81e
1804024b,8,0,196,294,636,dec4a2cb5b8bf552
24054061,8,0,163,294,636,9904e960d364c76f
08469014,8,0,60,294,636,ac42fbe0c08318ef
29e01200,8,0,343,338,636,a24ff1923a72cd3f
32801422,8,0,310,100,636,1e6895761055c9a0
06808438,8,0,124,338,636,8a1ea63dcd031c9b
1c006160,8,0,196,294,636,892ba19e66646ea5
10486203,8,0,350,294,636,a663f20199b4d17d
06c60208,8,0,230,294,636,d60642366c05fbb
01aca010,8,0,338,100,636,1b87403fd72a5216
249a2080,8,0,391,100,636,38e567eb72a62c3e
280c1209,8,0,386,100,636,db3183014f6675e1
24099410,8,0,360,100,636,e0f14df6c20311a
095a5000,8,0,391,100,636,38e567eb72a62c3e
31081418,8,0,383,100,636,7428b970a1bbb3e9
0010530d,8,0,204,294,636,80d7ac7399280b10
00d0c80a,8,0,247,294,636,aff5962cfd67bdf0
22120413,8,0,250,100,636,8472e0d6c10942c4
10844710,8,0,184,294,636,6587c3c47f18bfef
01432a04,8,0,310,294,636,2b3366d2cf548ee9
00390603,8,0,164,294,636,825140f82cdd5c0e
0c888502,8,0,239,294,636,ae56e68b41d9c831
06540038,8,0,146,294,636,e724d83dff318bb7
1450c420,8,0,355,100,636,b4fc515a7a9d8676
0444c850,8,0,114,294,636,9b77137f9b3eb942
0e301c00,8,0,391,100,636,38e567eb72a62c3e
14901418,8,0,388,100,636,91a8acb1b47f484
2a252200,8,0,254,294,636,72d0cec30be4b91c
12101e10,8,0,256,294,636,1fad35854f9be72b
282b1002,8,0,340,294,636,b3f117a73aee3966
19a02108,8,0,229,338,636,334948d72c71ee39
01504c21,8,0,351,294,636,b3261691513a1448
08223412,8,0,316,294,636,c9e764f175afcc
14e42002,8,0,391,100,636,38e567eb72a62c3e
0ce02011,8,0,229,294,636,ee2018627514cc77
05800c0d,8,0,368,256,636,c1ac7c078db95d7a
088024e8,8,0,45,332,632,c88a5718423d06f8
024122c1,8,0,267,294,636,16d2096219e346c
01c3a001,8,0,344,256,636,de32b415b4d084c
0c084909,8,0,288,294,636,418e1500129e33f5
29009411,8,0,169,294,636,afbc708511b154fd
21423220,8,0,383,256,636,3b6ed53e14aa2627
00691a08,8,0,210,338,636,cdb0f7f84ded0431
08982a01,8,0,250,338,636,3b4a47c82ace0dc0
2e012084,8,0,336,294,636,dd2d7ed73c9a75cb
01d94002,8,0,380,100,636,e9a2c2866847a8c6
095008a1,8,0,337,294,636,85b63e7e131e76a0
0b122401,8,0,391,100,636,38e567eb72a62c3e
32144090,8,0,359,100,636,4ca30f693524b1ec
2d006090,8,0,390,100,636,b42db3eb0915969a
04143230,8,0,321,294,636,41267471c1dd120a
22216202,8,0,333,294,636,e0aa928d8eb73ffc
2c00920c,8,0,304,294,636,92810d71da7e5f91
0c805640,8,0,390,100,636,b42db3eb0915969a
0808e086,8,0,298,294,636,3a4ee3bd8e8eeeaf
13884220,8,0,338,100,636,5c5edc273f8494b0
104c1450,8,0,205,294,636,4ff27242b4597b09
06042341,8,0,114,294,636,8d4945c944227abd
0800d443,8,0,158,294,636,8848b903637fde6d
03046016,8,0,366,100,636,c87f3074c92401c4
0e1040d0,8,0,240,294,636,34cff82d3195d3d
11444814,8,0,341,294,636,af4dfd2196701c73
2a2210c0,8,0,366,100,636,a7d0533641762bdf
030884a1,8,0,365,100,636,1d40268a20350030
1c803009,8,0,390,256,636,a89b65a66a915444
14c50808,8,0,389,100,636,8fd75a00721c43cb
06403023,8,0,264,294,636,d5035cf9cb75f703
04818289,8,0,386,100,636,83d9b548271d96a2
14a90840,8,0,76,338,636,924661dca9c2e959
05010487,8,0,229,294,636,bf3beccd089f5ec5
11e0c040,8,0,386,100,636,3a93dec608ded6ba
11b60010,8,0,333,256,636,6c27e938f78effd9
1405b400,8,0,391,100,636,38e567eb72a62c3e
30301051,8,0,314,294,636,db2e02832fd4dee9
2b01a400,8,0,380,100,636,8862dc1d2c49e386
34421005,8,0,304,294,636,a9aa8eafed12e124
240c1806,8,0,350,100,636,75d1db3d7021b0a1
088e4084,8,0,356,256,636,9b5f9f6f082c6c97
0b083c00,8,0,391,100,636,38e567eb72a62c3e
044d1022,8,0,303,294,636,1e99403ad2d19f50
0052340c,8,0,378,294,636,7575b39646b9e85f
2050b600,8,0,390,100,636,71c1f1a7f9a96e4f
01881cc0,8,0,252,294,636,86f0f76e49bdc310
046a0188,8,0,217,294,636,6b5ea119e9440e23
21548240,8,0,301,100,636,c47ab9574c9bfcbd
07160804,8,0,389,100,636,7bd0a13846ce1f84
080224e8,8,0,275,294,636,4f171db9fe13e4aa
003c1250,8,0,331,100,636,304f9200ace461ad
34a02108,8,0,360,294,636,dd36c877d9d8ae67
2a340401,8,0,383,100,636,abce4f35619e9123
04680909,8,0,283,294,636,d2152e9e1ea60d1c
05842409,8,0,391,100,636,38e567eb72a62c3e
06e40021,8,0,220,294,636,bff933faf78f5c14
09282051,8,0,195,338,636,68192167852af255
04201869,8,0,371,100,636,336bc3f488543f1
0e404901,8,0,216,294,636,dc8abeb20e543d8a
00b94600,8,0,356,294,636,3c3e4c582b4784b1
0480109b,8,0,331,294,636,74da95bec066baf6
0f000183,8,0,205,294,636,28f91e9a457e438d
0a00c123,8,0,133,294,636,58a2e73c275a0a4a
02c90610,8,0,82,338,636,484f6adc177f3d13
04951005,8,0,342,294,636,5f3dc88ff7474259
06058811,8,0,247,294,636,58b14f50799dcf1e
0cc18082,8,0,254,294,636,589623afb9efbfab
01341214,8,0,371,100,636,fd7090c3ac64355
3c408c00,8,0,336,294,636,424ff219f7084cd2
02308921,8,0,317,100,636,60e581abcf04d6ef
3800c4c0,8,0,320,294,636,960f1e2d9e2e0f9f
06508160,8,0,230,100,636,38c51cac92f25ca0
08581418,8,0,306,294,636,c3d73ec99cdc8259
04e18804,8,0,108,294,636,2854b87fc3187d2a
3010a105,8,0,120,294,636,26c6802af4b6f26f
200e2490,8,0,389,100,636,479e19fc3200d56f
0624001b,8,0,371,100,636,53484c79fbe17624
2b910010,8,0,48,338,636,d4ea1ddc42294fc5
03504848,8,0,329,100,636,9289163d6c525d4b
08a2a042,8,0,123,338,636,56a2b29b6e379d54
07035002,8,0,383,100,636,243be18801917b24
0f204802,8,0,384,100,636,22f02f496dd52a2e
36600280,8,0,328,294,636,a28ec3dc29748c63
31940014,8,0,335,294,636,7abde7169b980940
31c08804,8,0,85,338,636,d80fcc9681c2bafb
04194442,8,0,299,294,636,a8bdd1bb4be7e107
113c0220,8,0,391,100,636,38e567eb72a62c3e
105a2006,8,0,295,294,636,f042d0d8e913dd60
20511803,8,0,221,294,636,39ec59d811e170b4
24c44108,8,0,391,100,636,38e567eb72a62c3e
28180483,8,0,373,100,636,bf5678c40de940ee
08199041,8,0,99,294,636,be5915486866f013
260c8201,8,0,389,100,636,e1e9bf5ef1ddaf63
260c2090,8,0,390,100,636,4a3445d7f92e7ba3
002a1425,8,0,169,294,636,6a3af6f1658bd8ce
00403097,8,0,292,294,636,bee19f90a2d74c9f
0ac46100,8,0,374,100,636,656ed0c6518bbed7
06104862,8,0,140,294,636,1565263357a13269
0c04cc02,8,0,172,294,636,87a4086edb5a9dbb
02a12403,8,0,169,338,636,8ead6c361ae90cf7
1c049024,8,0,328,294,636,ec0d8e3049773366
0c420238,8,0,179,294,636,8dac3add3a466b1c
04122618,8,0,354,256,636,75a609ee03bf7a1a
0103a091,8,0,252,294,636,e703cd795293c261
0c0144c8,8,0,320,294,636,85d0f31a179517a4
2100a1a4,8,0,247,294,636,691612d59e59473d
2842a009,8,0,382,100,636,f3cf57d43bc6c66a
25448404,8,0,380,100,636,59e0c65fd87476af
06051281,8,0,381,100,636,bd0173f00f339c8f
0c4d1100,8,0,344,294,636,4761bd9902012166
0c6408c0,8,0,212,294,636,fec855deb198691f
0a30500c,8,0,391,100,636,38e567eb72a62c3e
20c02c88,8,0,360,294,636,4b5b278530e32775
22884284,8,0,369,294,636,b218f8cca2f5ff2f
0880a548,8,0,101,338,636,14aa83e1104b1a44
080cd300,8,0,105,338,636,93287bbc21a6a597
018c8421,8,0,225,100,636,a14189d234cab95d
007040c9,8,0,328,294,636,2dfcc5754ffb9145
0e740002,8,0,380,100,636,b29a89d1ce4ced13
16068408,8,0,391,100,636,38e567eb72a62c3e
24e08101,8,0,240,294,636,41ca7599877a8bea
10654110,8,0,102,294,636,ff03d270776ea4ad
28c02421,8,0,109,338,636,d669eb3eaa43834e
20482682,8,0,391,100,636,38e567eb72a62c3e
06105103,8,0,381,100,636,1200ed338f9c4bf2
21b8c000,8,0,391,100,636,38e567eb72a62c3e
15328400,8,0,391,100,636,38e567eb72a62c3e
02a2d004,8,0,353,100,636,38565a6fedf1234
31862100,8,0,352,256,636,4a48b78a988c3f4f
06094890,8,0,215,294,636,f63958de36adac3e
0c20c043,8,0,243,294,636,bd9534bdeac6cc37
3a080a08,8,0,298,294,636,e05f7ecba985f537
1e440024,8,0,302,294,636,fe92a1602f03461d
0c00d604,8,0,297,294,636,603d7c77619697a6
30281430,8,0,249,294,636,18d7431a09a8fc76
054100d4,8,0,194,294,636,8fa5c85f1063fa78
18245820,8,0,322,294,636,3caacb749817a81a
0456001c,8,0,213,294,636,88259321e5bc5329
002d6005,8,0,274,294,636,296d9de9e4d336ca
03095082,8,0,311,100,636,4aa26f80647fe579
0b106801,8,0,388,100,636,af8b6272a94cd0a6
11312028,8,0,231,294,636,cc2a02e68c84cce6
05021b80,8,0,249,294,636,5cbc47cfed7ac944
23c50200,8,0,329,100,636,9ccb49ce77d68fbf
26810488,8,0,391,100,636,38e567eb72a62c3e
25291002,8,0,391,100,636,38e567eb72a62c3e
04822268,8,0,56,282,632,81bdd3cc6db4b60e
28942021,8,0,139,294,636,a6bcba057e8162ea
26282220,8,0,380,100,636,de78886f67876dc8
202c5280,8,0,372,100,636,46b56c46ddc5d318
11ac0202,8,0,377,100,636,a54d2656aa6d8f62
0089d204,8,0,239,338,636,bbc4f4b904a592dd
08804c8a,8,0,133,294,636,6fcc1d427009c980
17122020,8,0,389,100,636,f479fd61a77724b5
2141e040,8,0,316,294,636,40d3e7c44413ea21
05104868,8,0,317,294,636,ca024c677e8a095f
01a04681,8,0,379,100,636,3e8b123f4e8f54c3
0ca08418,8,0,215,294,636,7d9dd8f679dd7834
05a004c8,8,0,388,100,636,4bcb2ce98a03df35
0ac68800,8,0,270,256,636,143a34cc37beace3
01303015,8,0,391,100,636,38e567eb72a62c3e
08222a88,8,0,356,256,636,8f5fa27065fa1f3f
22890c40,8,0,269,338,636,d0b0a03ee33799c9
101850a4,8,0,335,294,636,ada9fc522d5f1441
0c3a4008,8,0,391,100,636,38e567eb72a62c3e
23011282,8,0,292,294,636,19f229f1a73acbab
38109a00,8,0,288,294,636,50507812beab59dd
084c4890,8,0,171,294,636,6a13f84fc5387793
03229102,8,0,295,100,636,6708843a1d2bdd74
24059009,8,0,391,100,636,38e567eb72a62c3e
2e8c0004,8,0,375,100,636,b1dc42a9226e533c
042112a4,8,0,365,294,636,f83b4ba22bc22ec0
04980e08,8,0,390,100,636,350936e7b1701184
10d00189,8,0,301,256,636,783e4c5e6d60d087
00c02586,8,0,48,366,632,550a2e687d489e02
244414c0,8,0,332,100,636,69b17575b762c253
0300780a,8,0,341,294,636,29439e5d5bad353c
21445021,8,0,333,294,636,7bce2150b52c434e
0d804c08,8,0,390,100,636,b42db3eb0915969a
01a03068,8,0,191,338,636,9c6d2bca79efe4e
080a00ae,8,0,144,294,636,7db59aa98fe5a2d0
0403c640,8,0,325,100,636,48a63cf71a078398
202a5408,8,0,391,100,636,38e567eb72a62c3e
140b4802,8,0,174,294,636,8914c728a20f4ce3
09101452,8,0,43,338,636,6d02259005cc7155
0a11a408,8,0,387,100,636,de56374e781ac5ac
09020645,8,0,115,294,636,f52aeb8b1114af5a
1c091120,8,0,206,294,636,cf88c5bc02364132
140a4d00,8,0,92,294,636,3a72ee6b5286d789
090c4007,8,0,336,294,636,35b27a9ecd4b2600
12a8800a,8,0,321,100,636,79e9189dc4f22c30
1882080b,8,0,335,256,636,9cc8f4735a4acce5
1b50000a,8,0,366,100,636,471c30b60fd9043f
060822a2,8,0,318,294,636,97295d3b93a03587
29441180,8,0,161,294,636,9c6f35a7623786f4
10203017,8,0,225,338,636,9388167f80ec8834
24500a42,8,0,139,294,636,52d2fc431074950d
3d0c0004,8,0,391,100,636,38e567eb72a62c3e
065a4020,8,0,321,294,636,d9e4daaad1f8499d
34600182,8,0,141,294,636,1bd5600760599580
10990680,8,0,277,294,636,311ccf521b8c1579
12241442,8,0,386,100,636,1222ee0507e3b977
14503201,8,0,391,100,636,38e567eb72a62c3e
0444a821,8,0,293,256,636,c25d9c8d7cc1b4e3
264240c0,8,0,235,294,636,aca438542200c4a6
1050160c,8,0,174,294,636,6fbf074321d44efe
02691005,8,0,311,294,636,3f15e10b6db3858
22006660,8,0,187,294,636,35ce205fd95e439c
25006a02,8,0,379,100,636,f477d1f0bbeb76aa
37280001,8,0,391,100,636,38e567eb72a62c3e
30c24208,8,0,287,338,636,9f9e0c31c1a56d60
0c0e8084,8,0,348,256,636,c63cc132a163db69
22306009,8,0,391,100,636,38e567eb72a62c3e
04b10608,8,0,391,100,636,38e567eb72a62c3e
21092448,8,0,383,100,636,259e789ab33c7e8f
22a02888,8,0,255,294,636,81d3bc6d4656dd22
20c04489,8,0,389,100,636,b13c22eafe3f674d
2018104e,8,0,299,294,636,86436fb823ebc561
35880401,8,0,391,100,636,38e567eb72a62c3e
018d1009,8,0,310,294,636,3b71c3019c1b39b
0a2c2500,8,0,295,294,636,a61fd41cbee7caec
03980450,8,0,380,100,636,69c9abb9ed1dccc4
0d026101,8,0,371,256,636,51da6fb3614e60d9
081a6810,8,0,317,294,636,f425cd3ce3e1e017
04980541,8,0,208,294,636,74b68b87128cd6dd
0c8a5010,8,0,378,294,636,cef47ebc57cb3d04
00653440,8,0,315,294,636,ecb0a144846cf612
0cc04c08,8,0,380,256,636,39981edb8c270355
080f080a,8,0,209,294,636,4f1f71dd910b6677
04089498,8,0,322,294,636,54f1a392a0fd5ac9
0d700480,8,0,391,100,636,38e567eb72a62c3e
01104c43,8,0,194,294,636,bc0bf37078b97c0c
22504e00,8,0,374,100,636,e9f225c8a471786d
0110a8a2,8,0,100,294,636,541955c4f20e0d1c
02492083,8,0,318,294,636,18467a2ee8ba2bea
3a062040,8,0,320,256,636,ac28f7c9a48a6508
05186012,8,0,391,100,636,38e567eb72a62c3e
2880422a,8,0,118,306,635,2dc365e3e7f569fa
3808c820,8,0,175,294,636,b8d52bae586b9de5
20384058,8,0,335,100,636,aad6ca2408bc0cdf
240c8812,8,0,312,100,636,504ec6fcc88014d0
0e942400,8,0,391,100,636,38e567eb72a62c3e
11135010,8,0,366,294,636,4f99fe5c342bf3fa
016ac100,8,0,213,338,636,2e155009fe95fce1
06c01481,8,0,389,100,636,5f89cbc1c38421b5
0e141090,8,0,358,100,636,bec33b1c0f20c9f4
014d6100,8,0,359,294,636,15d2808666abf022
29006124,8,0,225,294,636,10a8e8f6ac4efce8
01013883,8,0,283,294,636,953bef3853a30dae
34aa0200,8,0,334,294,636,cbaac0913da40c1f
144d1008,8,0,391,100,636,38e567eb72a62c3e
05802c03,8,0,355,256,636,8422e56801c8d3d7
18420292,8,0,37,294,636,7a9ca0a514487691
07925000,8,0,391,100,636,38e567eb72a62c3e
1a446400,8,0,363,100,636,4490657cd8c52db1
08235840,8,0,251,294,636,5c1d76aa1323e634
0146048c,8,0,234,294,636,297d13976d48c0fd
019a5040,8,0,390,100,636,31fe421dcc88c51b
201c1a20,8,0,182,338,636,b3c040127c8d498b
2080c225,8,0,129,338,636,800ecdff25f412e
049c0122,8,0,213,294,636,33b697fca568133e
10b0c480,8,0,366,100,636,973068ae48f2e9a8
2810508a,8,0,349,294,636,588197926a8a3bf8
0b2c8001,8,0,390,100,636,8d2fef6ae277dff2
17a10001,8,0,382,100,636,425f3039d10063d9
10053221,8,0,270,294,636,74c713eb677a7544
3ac42000,8,0,381,100,636,a7828f9b3edda83b
06844502,8,0,390,100,636,4a3445d7f92e7ba3
0a105422,8,0,262,100,636,5f022aaf40298b9e
000a7222,8,0,193,294,636,7753c2a79c933f2a
03902026,8,0,240,294,636,e1f59807d540826b
07142500,8,0,391,100,636,38e567eb72a62c3e
25412014,8,0,379,294,636,77dcbd83c66ba9b4
200a7028,8,0,372,100,636,81c46eae2135063
04e11060,8,0,375,100,636,c287dfef3fbba1a3
02c62420,8,0,230,256,636,3489706f8ebef38a
